State,State Name,Year,Month,Period,Indicator,Data Value,Percent Complete,Percent Pending Investigation,Footnote
,Alaska,2016,July,12 month-ending,Number of Drug Overdose Deaths,143,100,0,
,Alaska,2016,August,12 month-ending,Number of Drug Overdose Deaths,138,100,0.0233863424,
,Alaska,2016,September,12 month-ending,Number of Drug Overdose Deaths,131,100,0.0469814423,
,Alaska,2016,October,12 month-ending,Number of Drug Overdose Deaths,131,100,0.0698974837,
,Alaska,2016,November,12 month-ending,Number of Drug Overdose Deaths,133,100,0.069913773,
,Alaska,2016,December,12 month-ending,Number of Drug Overdose Deaths,129,100,0.0688389169,
,Alaska,2017,January,12 month-ending,Number of Drug Overdose Deaths,126,100,0.0914076782,*Likely underreported due to incomplete data
,Alaska,2017,February,12 month-ending,Number of Drug Overdose Deaths,124,100,0.1149954002,*Likely underreported due to incomplete data
,Alaska,2017,March,12 month-ending,Number of Drug Overdose Deaths,126,100,0.1605872907,*Likely underreported due to incomplete data
,Alaska,2017,April,12 month-ending,Number of Drug Overdose Deaths,117,100,0.161849711,*Likely underreported due to incomplete data
,Alabama,2015,January,12 month-ending,Number of Deaths,"49,543",100,0.3370809196,
,Alabama,2015,February,12 month-ending,Number of Deaths,"50,004",100,0.3239740821,
,Alabama,2015,March,12 month-ending,Number of Deaths,"50,486",100,0.3089965535,
,Alabama,2015,April,12 month-ending,Number of Deaths,"50,565",100,0.3164244042,
,Alabama,2015,May,12 month-ending,Number of Deaths,"50,516",100,0.3187109035,
,Alabama,2015,June,12 month-ending,Number of Deaths,"50,658",100,0.3415057839,
,Alabama,2015,July,12 month-ending,Number of Deaths,"50,841",100,0.3304419661,
,Alabama,2015,August,12 month-ending,Number of Deaths,"50,930",100,0.3318279992,
,Alabama,2015,September,12 month-ending,Number of Deaths,"51,044",100,0.323250529,
,Alabama,2015,October,12 month-ending,Number of Deaths,"51,091",100,0.3092521188,
,Alabama,2015,November,12 month-ending,Number of Deaths,"51,093",100,0.2935822911,
,Alabama,2015,December,12 month-ending,Number of Deaths,"50,870",100,0.3105956359,
,Alabama,2016,January,12 month-ending,Number of Deaths,"50,534",100,0.3027664543,
,Alabama,2016,February,12 month-ending,Number of Deaths,"50,555",100,0.2828602512,
,Alabama,2016,March,12 month-ending,Number of Deaths,"50,348",100,0.2820370223,
,Alabama,2016,April,12 month-ending,Number of Deaths,"50,391",100,0.2798118712,
,Alabama,2016,May,12 month-ending,Number of Deaths,"50,511",100,0.28310665,
,Alabama,2016,June,12 month-ending,Number of Deaths,"50,613",100,0.2647541146,
,Alabama,2016,July,12 month-ending,Number of Deaths,"50,683",100,0.2781997909,
,Alabama,2016,August,12 month-ending,Number of Deaths,"50,756",100,0.2640081961,
,Alabama,2016,September,12 month-ending,Number of Deaths,"50,810",100,0.2656957292,
,Alabama,2016,October,12 month-ending,Number of Deaths,"50,869",100,0.287011736,
,Alabama,2016,November,12 month-ending,Number of Deaths,"51,110",100,0.2758755625,
,Alabama,2016,December,12 month-ending,Number of Deaths,"51,432",100,0.2702597605,
,Alabama,2017,January,12 month-ending,Number of Deaths,"51,653",100,0.2768474242,*Likely underreported due to incomplete data
,Alabama,2017,February,12 month-ending,Number of Deaths,"51,537",100,0.2968740905,*Likely underreported due to incomplete data
,Alabama,2017,March,12 month-ending,Number of Deaths,"51,650",100,0.3233301065,*Likely underreported due to incomplete data
,Alabama,2017,April,12 month-ending,Number of Deaths,"51,764",100,0.3342091029,*Likely underreported due to incomplete data
,Alabama,2015,January,12 month-ending,Number of Drug Overdose Deaths,715,100,0.3370809196,
,Alabama,2015,February,12 month-ending,Number of Drug Overdose Deaths,723,100,0.3239740821,
,Alabama,2015,March,12 month-ending,Number of Drug Overdose Deaths,733,100,0.3089965535,
,Alabama,2015,April,12 month-ending,Number of Drug Overdose Deaths,738,100,0.3164244042,
,Alabama,2015,May,12 month-ending,Number of Drug Overdose Deaths,755,100,0.3187109035,
,Alabama,2015,June,12 month-ending,Number of Drug Overdose Deaths,756,100,0.3415057839,
,Alabama,2015,July,12 month-ending,Number of Drug Overdose Deaths,743,100,0.3304419661,
,Alabama,2015,August,12 month-ending,Number of Drug Overdose Deaths,736,100,0.3318279992,
,Alabama,2015,September,12 month-ending,Number of Drug Overdose Deaths,744,100,0.323250529,
,Alabama,2015,October,12 month-ending,Number of Drug Overdose Deaths,730,100,0.3092521188,
,Alabama,2015,November,12 month-ending,Number of Drug Overdose Deaths,725,100,0.2935822911,
,Alabama,2015,December,12 month-ending,Number of Drug Overdose Deaths,720,100,0.3105956359,
,Alabama,2016,January,12 month-ending,Number of Drug Overdose Deaths,706,100,0.3027664543,
,Alabama,2016,February,12 month-ending,Number of Drug Overdose Deaths,710,100,0.2828602512,
,Alabama,2016,March,12 month-ending,Number of Drug Overdose Deaths,681,100,0.2820370223,
,Alabama,2016,April,12 month-ending,Number of Drug Overdose Deaths,676,100,0.2798118712,
,Alabama,2016,May,12 month-ending,Number of Drug Overdose Deaths,654,100,0.28310665,
,Alabama,2016,June,12 month-ending,Number of Drug Overdose Deaths,674,100,0.2647541146,
,Alabama,2016,July,12 month-ending,Number of Drug Overdose Deaths,681,100,0.2781997909,
,Alabama,2016,August,12 month-ending,Number of Drug Overdose Deaths,685,100,0.2640081961,
,Alabama,2016,September,12 month-ending,Number of Drug Overdose Deaths,695,100,0.2656957292,
,Alabama,2016,October,12 month-ending,Number of Drug Overdose Deaths,704,100,0.287011736,
,Alabama,2016,November,12 month-ending,Number of Drug Overdose Deaths,718,100,0.2758755625,
,Alabama,2016,December,12 month-ending,Number of Drug Overdose Deaths,740,100,0.2702597605,
,Alabama,2017,January,12 month-ending,Number of Drug Overdose Deaths,758,100,0.2768474242,*Likely underreported due to incomplete data
,Alabama,2017,February,12 month-ending,Number of Drug Overdose Deaths,752,100,0.2968740905,*Likely underreported due to incomplete data
,Alabama,2017,March,12 month-ending,Number of Drug Overdose Deaths,780,100,0.3233301065,*Likely underreported due to incomplete data
,Alabama,2017,April,12 month-ending,Number of Drug Overdose Deaths,775,100,0.3342091029,*Likely underreported due to incomplete data
,Arkansas,2015,January,12 month-ending,Number of Deaths,"30,122",100,0.0497974902,
,Arkansas,2015,February,12 month-ending,Number of Deaths,"30,332",100,0.046155875,
,Arkansas,2015,March,12 month-ending,Number of Deaths,"30,387",100,0.0460723336,
,Arkansas,2015,April,12 month-ending,Number of Deaths,"30,444",100,0.0394166338,
,Arkansas,2015,May,12 month-ending,Number of Deaths,"30,602",100,0.0424808836,
,Arkansas,2015,June,12 month-ending,Number of Deaths,"30,722",100,0.0423149535,
,Arkansas,2015,July,12 month-ending,Number of Deaths,"30,685",100,0.0488838195,
,Arkansas,2015,August,12 month-ending,Number of Deaths,"30,884",100,0.0485688382,
,Arkansas,2015,September,12 month-ending,Number of Deaths,"30,931",100,0.0614270473,
,Arkansas,2015,October,12 month-ending,Number of Deaths,"31,015",100,0.058036434,
,Arkansas,2015,November,12 month-ending,Number of Deaths,"31,007",100,0.061276486,
,Arkansas,2015,December,12 month-ending,Number of Deaths,"30,986",100,0.0709998064,
,Arkansas,2016,January,12 month-ending,Number of Deaths,"30,624",100,0.0718390805,
,Arkansas,2016,February,12 month-ending,Number of Deaths,"30,413",100,0.0723374873,
,Arkansas,2016,March,12 month-ending,Number of Deaths,"30,421",100,0.0756056671,
,Arkansas,2016,April,12 month-ending,Number of Deaths,"30,489",100,0.0787169143,
,Arkansas,2016,May,12 month-ending,Number of Deaths,"30,361",100,0.0790487797,
,Arkansas,2016,June,12 month-ending,Number of Deaths,"30,435",100,0.0788565796,
,Arkansas,2016,July,12 month-ending,Number of Deaths,"30,591",100,0.0751855121,
,Arkansas,2016,August,12 month-ending,Number of Deaths,"30,489",100,0.0787169143,
,Arkansas,2016,September,12 month-ending,Number of Deaths,"30,541",100,0.0687600275,
,Arkansas,2016,October,12 month-ending,Number of Deaths,"30,491",100,0.0754320947,
,Arkansas,2016,November,12 month-ending,Number of Deaths,"30,699",100,0.0749210072,
,Arkansas,2016,December,12 month-ending,Number of Deaths,"31,030",100,0.0708991299,
,Arkansas,2017,January,12 month-ending,Number of Deaths,"31,108",100,0.0771505722,*Likely underreported due to incomplete data
,Arkansas,2017,February,12 month-ending,Number of Deaths,"31,139",100,0.0867079868,*Likely underreported due to incomplete data
,Arkansas,2017,March,12 month-ending,Number of Deaths,"31,274",100,0.0799386071,*Likely underreported due to incomplete data
,Arkansas,2017,April,12 month-ending,Number of Deaths,"31,322",100,0.0957793244,*Likely underreported due to incomplete data
,Arkansas,2015,January,12 month-ending,Number of Drug Overdose Deaths,366,100,0.0497974902,
,Arkansas,2015,February,12 month-ending,Number of Drug Overdose Deaths,366,100,0.046155875,
,Arkansas,2015,March,12 month-ending,Number of Drug Overdose Deaths,385,100,0.0460723336,
,Arkansas,2015,April,12 month-ending,Number of Drug Overdose Deaths,373,100,0.0394166338,
,Arkansas,2015,May,12 month-ending,Number of Drug Overdose Deaths,383,100,0.0424808836,
,Arkansas,2015,June,12 month-ending,Number of Drug Overdose Deaths,391,100,0.0423149535,
,Arkansas,2015,July,12 month-ending,Number of Drug Overdose Deaths,395,100,0.0488838195,
,Arkansas,2015,August,12 month-ending,Number of Drug Overdose Deaths,398,100,0.0485688382,
,Arkansas,2015,September,12 month-ending,Number of Drug Overdose Deaths,392,100,0.0614270473,
,Arkansas,2015,October,12 month-ending,Number of Drug Overdose Deaths,397,100,0.058036434,
,Arkansas,2015,November,12 month-ending,Number of Drug Overdose Deaths,389,100,0.061276486,
,Arkansas,2015,December,12 month-ending,Number of Drug Overdose Deaths,381,100,0.0709998064,
,Arkansas,2016,January,12 month-ending,Number of Drug Overdose Deaths,378,100,0.0718390805,
,Arkansas,2016,February,12 month-ending,Number of Drug Overdose Deaths,379,100,0.0723374873,
,Arkansas,2016,March,12 month-ending,Number of Drug Overdose Deaths,363,100,0.0756056671,
,Arkansas,2016,April,12 month-ending,Number of Drug Overdose Deaths,372,100,0.0787169143,
,Arkansas,2016,May,12 month-ending,Number of Drug Overdose Deaths,376,100,0.0790487797,
,Arkansas,2016,June,12 month-ending,Number of Drug Overdose Deaths,369,100,0.0788565796,
,Arkansas,2016,July,12 month-ending,Number of Drug Overdose Deaths,378,100,0.0751855121,
,Arkansas,2016,August,12 month-ending,Number of Drug Overdose Deaths,383,100,0.0787169143,
,Arkansas,2016,September,12 month-ending,Number of Drug Overdose Deaths,379,100,0.0687600275,
,Arkansas,2016,October,12 month-ending,Number of Drug Overdose Deaths,372,100,0.0754320947,
,Arkansas,2016,November,12 month-ending,Number of Drug Overdose Deaths,378,100,0.0749210072,
,Arkansas,2016,December,12 month-ending,Number of Drug Overdose Deaths,386,100,0.0708991299,
,Arkansas,2017,January,12 month-ending,Number of Drug Overdose Deaths,383,100,0.0771505722,*Likely underreported due to incomplete data
,Arkansas,2017,February,12 month-ending,Number of Drug Overdose Deaths,376,100,0.0867079868,*Likely underreported due to incomplete data
,Arkansas,2017,March,12 month-ending,Number of Drug Overdose Deaths,380,100,0.0799386071,*Likely underreported due to incomplete data
,Arkansas,2017,April,12 month-ending,Number of Drug Overdose Deaths,379,100,0.0957793244,*Likely underreported due to incomplete data
,Arizona,2015,January,12 month-ending,Number of Deaths,"52,342",100,0.3266974896,
,Arizona,2015,February,12 month-ending,Number of Deaths,"52,371",100,0.3494300281,
,Arizona,2015,March,12 month-ending,Number of Deaths,"52,826",100,0.3426343089,
,Arizona,2015,April,12 month-ending,Number of Deaths,"53,025",100,0.3413484206,
,Arizona,2015,May,12 month-ending,Number of Deaths,"53,225",100,0.3363081259,
,Arizona,2015,June,12 month-ending,Number of Deaths,"53,462",100,0.3348172534,
,Arizona,2015,July,12 month-ending,Number of Deaths,"53,685",100,0.3241128807,
,Arizona,2015,August,12 month-ending,Number of Deaths,"53,907",100,0.2930973714,
,Arizona,2015,September,12 month-ending,Number of Deaths,"54,058",100,0.2700802841,
,Arizona,2015,October,12 month-ending,Number of Deaths,"54,122",100,0.2494364584,
,Arizona,2015,November,12 month-ending,Number of Deaths,"54,421",100,0.2241781665,
,Arizona,2015,December,12 month-ending,Number of Deaths,"54,853",100,0.1968898693,
,Arizona,2016,January,12 month-ending,Number of Deaths,"54,917",100,0.1602418195,
,Arizona,2016,February,12 month-ending,Number of Deaths,"55,755",100,0.139897767,
,Arizona,2016,March,12 month-ending,Number of Deaths,"56,319",100,0.1544771747,
,Arizona,2016,April,12 month-ending,Number of Deaths,"56,436",100,0.1736480261,
,Arizona,2016,May,12 month-ending,Number of Deaths,"56,522",100,0.2016913768,
,Arizona,2016,June,12 month-ending,Number of Deaths,"56,648",100,0.2612625335,
,Arizona,2016,July,12 month-ending,Number of Deaths,"56,865",100,0.3323661303,
,Arizona,2016,August,12 month-ending,Number of Deaths,"56,960",100,0.3721910112,
,Arizona,2016,September,12 month-ending,Number of Deaths,"57,051",100,0.3943839722,
,Arizona,2016,October,12 month-ending,Number of Deaths,"57,277",100,0.464409798,
,Arizona,2016,November,12 month-ending,Number of Deaths,"57,252",100,0.5205058339,
,Arizona,2016,December,12 month-ending,Number of Deaths,"57,216",100,0.6187080537,
,Arizona,2017,January,12 month-ending,Number of Deaths,"57,217",100,0.6763724068,*Likely underreported due to incomplete data
,Arizona,2017,February,12 month-ending,Number of Deaths,"56,604",100,0.7296304148,*Likely underreported due to incomplete data
,Arizona,2017,March,12 month-ending,Number of Deaths,"56,258",100,0.8229940631,*Likely underreported due to incomplete data
,Arizona,2017,April,12 month-ending,Number of Deaths,"56,437",100,0.9302407995,*Likely underreported due to incomplete data
,Arizona,2015,January,12 month-ending,Number of Drug Overdose Deaths,"1,193",100,0.3266974896,
,Arizona,2015,February,12 month-ending,Number of Drug Overdose Deaths,"1,175",100,0.3494300281,
,Arizona,2015,March,12 month-ending,Number of Drug Overdose Deaths,"1,174",100,0.3426343089,
,Arizona,2015,April,12 month-ending,Number of Drug Overdose Deaths,"1,173",100,0.3413484206,
,Arizona,2015,May,12 month-ending,Number of Drug Overdose Deaths,"1,184",100,0.3363081259,
,Arizona,2015,June,12 month-ending,Number of Drug Overdose Deaths,"1,209",100,0.3348172534,
,Arizona,2015,July,12 month-ending,Number of Drug Overdose Deaths,"1,201",100,0.3241128807,
,Arizona,2015,August,12 month-ending,Number of Drug Overdose Deaths,"1,240",100,0.2930973714,
,Arizona,2015,September,12 month-ending,Number of Drug Overdose Deaths,"1,241",100,0.2700802841,
,Arizona,2015,October,12 month-ending,Number of Drug Overdose Deaths,"1,264",100,0.2494364584,
,Arizona,2015,November,12 month-ending,Number of Drug Overdose Deaths,"1,269",100,0.2241781665,
,Arizona,2015,December,12 month-ending,Number of Drug Overdose Deaths,"1,267",100,0.1968898693,
,Arizona,2016,January,12 month-ending,Number of Drug Overdose Deaths,"1,298",100,0.1602418195,
,Arizona,2016,February,12 month-ending,Number of Drug Overdose Deaths,"1,307",100,0.139897767,
,Arizona,2016,March,12 month-ending,Number of Drug Overdose Deaths,"1,313",100,0.1544771747,
,Arizona,2016,April,12 month-ending,Number of Drug Overdose Deaths,"1,335",100,0.1736480261,
,Arizona,2016,May,12 month-ending,Number of Drug Overdose Deaths,"1,350",100,0.2016913768,
,Arizona,2016,June,12 month-ending,Number of Drug Overdose Deaths,"1,370",100,0.2612625335,
,Arizona,2016,July,12 month-ending,Number of Drug Overdose Deaths,"1,421",100,0.3323661303,
,Arizona,2016,August,12 month-ending,Number of Drug Overdose Deaths,"1,410",100,0.3721910112,
,Arizona,2016,September,12 month-ending,Number of Drug Overdose Deaths,"1,404",100,0.3943839722,
,Arizona,2016,October,12 month-ending,Number of Drug Overdose Deaths,"1,405",100,0.464409798,
,Arizona,2016,November,12 month-ending,Number of Drug Overdose Deaths,"1,397",100,0.5205058339,
,Arizona,2016,December,12 month-ending,Number of Drug Overdose Deaths,"1,393",100,0.6187080537,
,Arizona,2017,January,12 month-ending,Number of Drug Overdose Deaths,"1,405",100,0.6763724068,*Likely underreported due to incomplete data
,Arizona,2017,February,12 month-ending,Number of Drug Overdose Deaths,"1,390",100,0.7296304148,*Likely underreported due to incomplete data
,California,2015,February,12 month-ending,Number of Drug Overdose Deaths,"4,616",100,0.2308738796,
,Arizona,2017,March,12 month-ending,Number of Drug Overdose Deaths,"1,396",100,0.8229940631,*Likely underreported due to incomplete data
,Arizona,2017,April,12 month-ending,Number of Drug Overdose Deaths,"1,368",100,0.9302407995,*Likely underreported due to incomplete data
,California,2015,January,12 month-ending,Number of Deaths,"248,191",100,0.2381230585,
,California,2015,February,12 month-ending,Number of Deaths,"249,920",100,0.2308738796,
,California,2015,March,12 month-ending,Number of Deaths,"251,540",100,0.2246163632,
,California,2015,April,12 month-ending,Number of Deaths,"252,831",100,0.2226783899,
,California,2015,May,12 month-ending,Number of Deaths,"253,858",100,0.217444398,
,California,2015,June,12 month-ending,Number of Deaths,"254,838",100,0.2197474474,
,California,2015,July,12 month-ending,Number of Deaths,"255,417",100,0.2243390221,
,California,2015,August,12 month-ending,Number of Deaths,"256,464",100,0.2339509639,
,California,2015,September,12 month-ending,Number of Deaths,"257,163",100,0.2558688458,
,California,2015,October,12 month-ending,Number of Deaths,"257,750",100,0.2789524733,
,California,2015,November,12 month-ending,Number of Deaths,"258,808",100,0.308336682,
,California,2015,December,12 month-ending,Number of Deaths,"260,172",100,0.3559183924,
,California,2016,January,12 month-ending,Number of Deaths,"259,302",100,0.359812111,
,California,2016,February,12 month-ending,Number of Deaths,"260,507",100,0.3639057684,
,California,2016,March,12 month-ending,Number of Deaths,"261,416",100,0.3714386266,
,California,2016,April,12 month-ending,Number of Deaths,"261,595",100,0.3776830597,
,California,2016,May,12 month-ending,Number of Deaths,"261,557",100,0.391883987,
,California,2016,June,12 month-ending,Number of Deaths,"261,467",100,0.3969908248,
,California,2016,July,12 month-ending,Number of Deaths,"261,604",100,0.4101619241,
,California,2016,August,12 month-ending,Number of Deaths,"261,783",100,0.4201953526,
,California,2016,September,12 month-ending,Number of Deaths,"262,043",100,0.4197784333,
,California,2016,October,12 month-ending,Number of Deaths,"262,754",100,0.4171201961,
,California,2016,November,12 month-ending,Number of Deaths,"262,364",100,0.3929654983,
,California,2016,December,12 month-ending,Number of Deaths,"263,209",100,0.3639693172,
,California,2017,January,12 month-ending,Number of Deaths,"265,344",100,0.3972202123,*Likely underreported due to incomplete data
,California,2017,February,12 month-ending,Number of Deaths,"264,888",100,0.43263568,*Likely underreported due to incomplete data
,California,2017,March,12 month-ending,Number of Deaths,"264,749",100,0.47969964,*Likely underreported due to incomplete data
,California,2017,April,12 month-ending,Number of Deaths,"265,255",100,0.5274170138,*Likely underreported due to incomplete data
,California,2015,January,12 month-ending,Number of Drug Overdose Deaths,"4,603",100,0.2381230585,
,California,2015,March,12 month-ending,Number of Drug Overdose Deaths,"4,608",100,0.2246163632,
,California,2015,April,12 month-ending,Number of Drug Overdose Deaths,"4,625",100,0.2226783899,
,California,2015,May,12 month-ending,Number of Drug Overdose Deaths,"4,607",100,0.217444398,
,California,2015,June,12 month-ending,Number of Drug Overdose Deaths,"4,604",100,0.2197474474,
,California,2015,July,12 month-ending,Number of Drug Overdose Deaths,"4,628",100,0.2243390221,
,California,2015,August,12 month-ending,Number of Drug Overdose Deaths,"4,670",100,0.2339509639,
,California,2015,September,12 month-ending,Number of Drug Overdose Deaths,"4,747",100,0.2558688458,
,California,2015,October,12 month-ending,Number of Drug Overdose Deaths,"4,784",100,0.2789524733,
,California,2015,November,12 month-ending,Number of Drug Overdose Deaths,"4,747",100,0.308336682,
,California,2015,December,12 month-ending,Number of Drug Overdose Deaths,"4,762",100,0.3559183924,
,California,2016,January,12 month-ending,Number of Drug Overdose Deaths,"4,745",100,0.359812111,
,California,2016,February,12 month-ending,Number of Drug Overdose Deaths,"4,745",100,0.3639057684,
,California,2016,March,12 month-ending,Number of Drug Overdose Deaths,"4,768",100,0.3714386266,
,California,2016,April,12 month-ending,Number of Drug Overdose Deaths,"4,795",100,0.3776830597,
,California,2016,May,12 month-ending,Number of Drug Overdose Deaths,"4,811",100,0.391883987,
,California,2016,June,12 month-ending,Number of Drug Overdose Deaths,"4,844",100,0.3969908248,
,California,2016,July,12 month-ending,Number of Drug Overdose Deaths,"4,816",100,0.4101619241,
,California,2016,August,12 month-ending,Number of Drug Overdose Deaths,"4,791",100,0.4201953526,
,California,2016,September,12 month-ending,Number of Drug Overdose Deaths,"4,716",100,0.4197784333,
,California,2016,October,12 month-ending,Number of Drug Overdose Deaths,"4,659",100,0.4171201961,
,California,2016,November,12 month-ending,Number of Drug Overdose Deaths,"4,709",100,0.3929654983,
,California,2016,December,12 month-ending,Number of Drug Overdose Deaths,"4,755",100,0.3639693172,
,California,2017,January,12 month-ending,Number of Drug Overdose Deaths,"4,745",100,0.3972202123,*Likely underreported due to incomplete data
,California,2017,February,12 month-ending,Number of Drug Overdose Deaths,"4,665",100,0.43263568,*Likely underreported due to incomplete data
,California,2017,March,12 month-ending,Number of Drug Overdose Deaths,"4,621",100,0.47969964,*Likely underreported due to incomplete data
,California,2017,April,12 month-ending,Number of Drug Overdose Deaths,"4,564",100,0.5274170138,*Likely underreported due to incomplete data
,Colorado,2015,January,12 month-ending,Number of Deaths,"36,264",100,0.0193028899,
,Colorado,2015,February,12 month-ending,Number of Deaths,"36,330",100,0.0192678227,
,Colorado,2015,March,12 month-ending,Number of Deaths,"36,300",100,0.0192837466,
,Colorado,2015,April,12 month-ending,Number of Deaths,"36,601",100,0.0218573263,
,Colorado,2015,May,12 month-ending,Number of Deaths,"36,667",100,0.0218179835,
,Colorado,2015,June,12 month-ending,Number of Deaths,"36,816",100,0.0244458931,
,Colorado,2015,July,12 month-ending,Number of Deaths,"36,960",100,0.0351731602,
,Colorado,2015,August,12 month-ending,Number of Deaths,"37,125",100,0.0377104377,
,Colorado,2015,September,12 month-ending,Number of Deaths,"37,101",100,0.0431255222,
,Colorado,2015,October,12 month-ending,Number of Deaths,"37,144",100,0.0457678225,
,Colorado,2015,November,12 month-ending,Number of Deaths,"37,144",100,0.0403833728,
,Colorado,2015,December,12 month-ending,Number of Deaths,"36,993",100,0.0405482118,
,Colorado,2016,January,12 month-ending,Number of Deaths,"36,752",100,0.0408141054,
,Colorado,2016,February,12 month-ending,Number of Deaths,"36,987",100,0.0405547895,
,Colorado,2016,March,12 month-ending,Number of Deaths,"37,387",100,0.0454703507,
,Colorado,2016,April,12 month-ending,Number of Deaths,"37,351",100,0.0428368718,
,Colorado,2016,May,12 month-ending,Number of Deaths,"37,535",100,0.0426268816,
,Colorado,2016,June,12 month-ending,Number of Deaths,"37,504",100,0.0373293515,
,Colorado,2016,July,12 month-ending,Number of Deaths,"37,620",100,0.0265816055,
,Colorado,2016,August,12 month-ending,Number of Deaths,"37,650",100,0.0292164675,
,Colorado,2016,September,12 month-ending,Number of Deaths,"37,834",100,0.0317175028,
,Colorado,2016,October,12 month-ending,Number of Deaths,"38,048",100,0.0236543314,
,Colorado,2016,November,12 month-ending,Number of Deaths,"38,076",100,0.0262632629,
,Colorado,2016,December,12 month-ending,Number of Deaths,"38,152",100,0.0314531348,
,Colorado,2017,January,12 month-ending,Number of Deaths,"38,237",100,0.0366137511,*Likely underreported due to incomplete data
,Colorado,2017,February,12 month-ending,Number of Deaths,"38,358",100,0.0391052714,*Likely underreported due to incomplete data
,Colorado,2017,March,12 month-ending,Number of Deaths,"38,364",100,0.0338859347,*Likely underreported due to incomplete data
,Colorado,2017,April,12 month-ending,Number of Deaths,"38,517",100,0.0415400992,*Likely underreported due to incomplete data
,Colorado,2015,January,12 month-ending,Number of Drug Overdose Deaths,923,100,0.0193028899,
,Colorado,2015,February,12 month-ending,Number of Drug Overdose Deaths,932,100,0.0192678227,
,Colorado,2015,March,12 month-ending,Number of Drug Overdose Deaths,939,100,0.0192837466,
,Colorado,2015,April,12 month-ending,Number of Drug Overdose Deaths,950,100,0.0218573263,
,Colorado,2015,May,12 month-ending,Number of Drug Overdose Deaths,927,100,0.0218179835,
