State,State Name,Year,Month,Period,Indicator,Data Value,Percent Complete,Percent Pending Investigation,Footnote
,Connecticut,2016,March,12 month-ending,Heroin,424,100,0.0165771501,
,Connecticut,2016,April,12 month-ending,Heroin,436,100,0.0165573879,
,Connecticut,2016,May,12 month-ending,Heroin,454,100,0.0132459103,
,Connecticut,2016,June,12 month-ending,Heroin,462,100,0.0165628727,
,Connecticut,2016,July,12 month-ending,Heroin,454,100,0.0132916861,
,Connecticut,2016,August,12 month-ending,Heroin,461,100,0.0198958782,
,Connecticut,2016,September,12 month-ending,Heroin,456,100,0.0199408422,
,Connecticut,2016,October,12 month-ending,Heroin,443,100,0.019896538,
,Connecticut,2016,November,12 month-ending,Heroin,451,100,0.0198045947,
,Connecticut,2016,December,12 month-ending,Heroin,459,100,0.0293704924,
,Connecticut,2017,January,12 month-ending,Heroin,469,100,0.0291866649,*Likely underreported due to incomplete data
,Connecticut,2017,February,12 month-ending,Heroin,467,100,0.0290088638,*Likely underreported due to incomplete data
,Connecticut,2017,March,12 month-ending,Heroin,473,100,0.0482936252,*Likely underreported due to incomplete data
,Connecticut,2017,April,12 month-ending,Heroin,462,100,0.0578759525,*Likely underreported due to incomplete data
,Connecticut,2015,January,12 month-ending,Methadone,58,100,0.009926872,
,Connecticut,2015,February,12 month-ending,Methadone,54,100,0.0098850044,
,Connecticut,2015,March,12 month-ending,Methadone,57,100,0.0098370332,
,Connecticut,2015,April,12 month-ending,Methadone,57,100,0.0098583681,
,Connecticut,2015,May,12 month-ending,Methadone,58,100,0.0131418997,
,Connecticut,2015,June,12 month-ending,Methadone,62,100,0.0131113151,
,Connecticut,2015,July,12 month-ending,Methadone,74,100,0.016333464,
,Connecticut,2015,August,12 month-ending,Methadone,76,100,0.0163671479,
,Connecticut,2015,September,12 month-ending,Methadone,76,100,0.019636078,
,Connecticut,2015,October,12 month-ending,Methadone,75,100,0.0163318635,
,Connecticut,2015,November,12 month-ending,Methadone,77,100,0.0195115606,
,Connecticut,2015,December,12 month-ending,Methadone,73,100,0.0163398693,
,Connecticut,2016,January,12 month-ending,Methadone,72,100,0.0164646997,
,Connecticut,2016,February,12 month-ending,Methadone,72,100,0.0165393139,
,Connecticut,2016,March,12 month-ending,Methadone,71,100,0.0165771501,
,Connecticut,2016,April,12 month-ending,Methadone,73,100,0.0165573879,
,Connecticut,2016,May,12 month-ending,Methadone,74,100,0.0132459103,
,Connecticut,2016,June,12 month-ending,Methadone,72,100,0.0165628727,
,Connecticut,2016,July,12 month-ending,Methadone,62,100,0.0132916861,
,Connecticut,2016,August,12 month-ending,Methadone,64,100,0.0198958782,
,Connecticut,2016,September,12 month-ending,Methadone,65,100,0.0199408422,
,Connecticut,2016,October,12 month-ending,Methadone,66,100,0.019896538,
,Connecticut,2016,November,12 month-ending,Methadone,68,100,0.0198045947,
,Connecticut,2016,December,12 month-ending,Methadone,71,100,0.0293704924,
,Connecticut,2017,January,12 month-ending,Methadone,67,100,0.0291866649,*Likely underreported due to incomplete data
,Connecticut,2017,February,12 month-ending,Methadone,70,100,0.0290088638,*Likely underreported due to incomplete data
,Connecticut,2017,March,12 month-ending,Methadone,73,100,0.0482936252,*Likely underreported due to incomplete data
,Connecticut,2017,April,12 month-ending,Methadone,78,100,0.0578759525,*Likely underreported due to incomplete data
,Connecticut,2015,January,12 month-ending,Natural & semi-synthetic opioids,170,100,0.009926872,
,Connecticut,2015,February,12 month-ending,Natural & semi-synthetic opioids,168,100,0.0098850044,
,Connecticut,2015,March,12 month-ending,Natural & semi-synthetic opioids,174,100,0.0098370332,
,Connecticut,2015,April,12 month-ending,Natural & semi-synthetic opioids,164,100,0.0098583681,
,Connecticut,2015,May,12 month-ending,Natural & semi-synthetic opioids,166,100,0.0131418997,
,Connecticut,2015,June,12 month-ending,Natural & semi-synthetic opioids,174,100,0.0131113151,
,Connecticut,2015,July,12 month-ending,Natural & semi-synthetic opioids,183,100,0.016333464,
,Connecticut,2015,August,12 month-ending,Natural & semi-synthetic opioids,177,100,0.0163671479,
,Connecticut,2015,September,12 month-ending,Natural & semi-synthetic opioids,181,100,0.019636078,
,Connecticut,2015,October,12 month-ending,Natural & semi-synthetic opioids,184,100,0.0163318635,
,Connecticut,2015,November,12 month-ending,Natural & semi-synthetic opioids,188,100,0.0195115606,
,Connecticut,2015,December,12 month-ending,Natural & semi-synthetic opioids,182,100,0.0163398693,
,Connecticut,2016,January,12 month-ending,Natural & semi-synthetic opioids,180,100,0.0164646997,
,Connecticut,2016,February,12 month-ending,Natural & semi-synthetic opioids,184,100,0.0165393139,
,Connecticut,2016,March,12 month-ending,Natural & semi-synthetic opioids,177,100,0.0165771501,
,Connecticut,2016,April,12 month-ending,Natural & semi-synthetic opioids,188,100,0.0165573879,
,Connecticut,2016,May,12 month-ending,Natural & semi-synthetic opioids,186,100,0.0132459103,
,Connecticut,2016,June,12 month-ending,Natural & semi-synthetic opioids,188,100,0.0165628727,
,Connecticut,2016,July,12 month-ending,Natural & semi-synthetic opioids,183,100,0.0132916861,
,Connecticut,2016,August,12 month-ending,Natural & semi-synthetic opioids,192,100,0.0198958782,
,Connecticut,2016,September,12 month-ending,Natural & semi-synthetic opioids,192,100,0.0199408422,
,Connecticut,2016,October,12 month-ending,Natural & semi-synthetic opioids,195,100,0.019896538,
,Connecticut,2016,November,12 month-ending,Natural & semi-synthetic opioids,201,100,0.0198045947,
,Connecticut,2016,December,12 month-ending,Natural & semi-synthetic opioids,214,100,0.0293704924,
,Connecticut,2017,January,12 month-ending,Natural & semi-synthetic opioids,209,100,0.0291866649,*Likely underreported due to incomplete data
,Connecticut,2017,February,12 month-ending,Natural & semi-synthetic opioids,205,100,0.0290088638,*Likely underreported due to incomplete data
,Connecticut,2017,March,12 month-ending,Natural & semi-synthetic opioids,212,100,0.0482936252,*Likely underreported due to incomplete data
,Connecticut,2017,April,12 month-ending,Natural & semi-synthetic opioids,207,100,0.0578759525,*Likely underreported due to incomplete data
,Connecticut,2015,January,12 month-ending,Psychostimulants with abuse potential,18,100,0.009926872,
,Connecticut,2015,February,12 month-ending,Psychostimulants with abuse potential,16,100,0.0098850044,
,Connecticut,2015,March,12 month-ending,Psychostimulants with abuse potential,13,100,0.0098370332,
,Connecticut,2015,April,12 month-ending,Psychostimulants with abuse potential,13,100,0.0098583681,
,Connecticut,2015,May,12 month-ending,Psychostimulants with abuse potential,14,100,0.0131418997,
,Connecticut,2015,June,12 month-ending,Psychostimulants with abuse potential,14,100,0.0131113151,
,Connecticut,2015,July,12 month-ending,Psychostimulants with abuse potential,17,100,0.016333464,
,Connecticut,2015,August,12 month-ending,Psychostimulants with abuse potential,18,100,0.0163671479,
,Connecticut,2015,September,12 month-ending,Psychostimulants with abuse potential,18,100,0.019636078,
,Connecticut,2015,October,12 month-ending,Psychostimulants with abuse potential,20,100,0.0163318635,
,Connecticut,2015,November,12 month-ending,Psychostimulants with abuse potential,22,100,0.0195115606,
,Connecticut,2015,December,12 month-ending,Psychostimulants with abuse potential,23,100,0.0163398693,
,Connecticut,2016,January,12 month-ending,Psychostimulants with abuse potential,24,100,0.0164646997,
,Connecticut,2016,February,12 month-ending,Psychostimulants with abuse potential,25,100,0.0165393139,
,Connecticut,2016,March,12 month-ending,Psychostimulants with abuse potential,26,100,0.0165771501,
,Connecticut,2016,April,12 month-ending,Psychostimulants with abuse potential,26,100,0.0165573879,
,Connecticut,2016,May,12 month-ending,Psychostimulants with abuse potential,24,100,0.0132459103,
,Connecticut,2016,June,12 month-ending,Psychostimulants with abuse potential,23,100,0.0165628727,
,Connecticut,2016,July,12 month-ending,Psychostimulants with abuse potential,21,100,0.0132916861,
,Connecticut,2016,August,12 month-ending,Psychostimulants with abuse potential,25,100,0.0198958782,
,Connecticut,2016,September,12 month-ending,Psychostimulants with abuse potential,25,100,0.0199408422,
,Connecticut,2016,October,12 month-ending,Psychostimulants with abuse potential,26,100,0.019896538,
,Connecticut,2016,November,12 month-ending,Psychostimulants with abuse potential,24,100,0.0198045947,
,Connecticut,2016,December,12 month-ending,Psychostimulants with abuse potential,22,100,0.0293704924,
,Connecticut,2017,January,12 month-ending,Psychostimulants with abuse potential,23,100,0.0291866649,*Likely underreported due to incomplete data
,Connecticut,2017,February,12 month-ending,Psychostimulants with abuse potential,26,100,0.0290088638,*Likely underreported due to incomplete data
,Connecticut,2017,March,12 month-ending,Psychostimulants with abuse potential,28,100,0.0482936252,*Likely underreported due to incomplete data
,Connecticut,2017,April,12 month-ending,Psychostimulants with abuse potential,27,100,0.0578759525,*Likely underreported due to incomplete data
,Connecticut,2015,January,12 month-ending,"Synthetic opioids, excl. methadone",96,100,0.009926872,
,Connecticut,2015,February,12 month-ending,"Synthetic opioids, excl. methadone",97,100,0.0098850044,
,Connecticut,2015,March,12 month-ending,"Synthetic opioids, excl. methadone",103,100,0.0098370332,
,Connecticut,2015,April,12 month-ending,"Synthetic opioids, excl. methadone",121,100,0.0098583681,
,Connecticut,2015,May,12 month-ending,"Synthetic opioids, excl. methadone",123,100,0.0131418997,
,Connecticut,2015,June,12 month-ending,"Synthetic opioids, excl. methadone",123,100,0.0131113151,
,Connecticut,2015,July,12 month-ending,"Synthetic opioids, excl. methadone",146,100,0.016333464,
,Connecticut,2015,August,12 month-ending,"Synthetic opioids, excl. methadone",152,100,0.0163671479,
,Connecticut,2015,September,12 month-ending,"Synthetic opioids, excl. methadone",161,100,0.019636078,
,Connecticut,2015,October,12 month-ending,"Synthetic opioids, excl. methadone",192,100,0.0163318635,
,Connecticut,2015,November,12 month-ending,"Synthetic opioids, excl. methadone",217,100,0.0195115606,
,Connecticut,2015,December,12 month-ending,"Synthetic opioids, excl. methadone",214,100,0.0163398693,
,Connecticut,2016,January,12 month-ending,"Synthetic opioids, excl. methadone",240,100,0.0164646997,
,Connecticut,2016,February,12 month-ending,"Synthetic opioids, excl. methadone",258,100,0.0165393139,
,Connecticut,2016,March,12 month-ending,"Synthetic opioids, excl. methadone",273,100,0.0165771501,
,Connecticut,2016,April,12 month-ending,"Synthetic opioids, excl. methadone",295,100,0.0165573879,
,Connecticut,2016,May,12 month-ending,"Synthetic opioids, excl. methadone",331,100,0.0132459103,
,Connecticut,2016,June,12 month-ending,"Synthetic opioids, excl. methadone",369,100,0.0165628727,
,Connecticut,2016,July,12 month-ending,"Synthetic opioids, excl. methadone",387,100,0.0132916861,
,Connecticut,2016,August,12 month-ending,"Synthetic opioids, excl. methadone",421,100,0.0198958782,
,Connecticut,2016,September,12 month-ending,"Synthetic opioids, excl. methadone",443,100,0.0199408422,
,Connecticut,2016,October,12 month-ending,"Synthetic opioids, excl. methadone",438,100,0.019896538,
,Connecticut,2016,November,12 month-ending,"Synthetic opioids, excl. methadone",461,100,0.0198045947,
,Connecticut,2016,December,12 month-ending,"Synthetic opioids, excl. methadone",508,100,0.0293704924,
,Connecticut,2017,January,12 month-ending,"Synthetic opioids, excl. methadone",526,100,0.0291866649,*Likely underreported due to incomplete data
,Connecticut,2017,February,12 month-ending,"Synthetic opioids, excl. methadone",544,100,0.0290088638,*Likely underreported due to incomplete data
,Connecticut,2017,March,12 month-ending,"Synthetic opioids, excl. methadone",574,100,0.0482936252,*Likely underreported due to incomplete data
,Connecticut,2017,April,12 month-ending,"Synthetic opioids, excl. methadone",579,100,0.0578759525,*Likely underreported due to incomplete data
,District of Columbia,2015,January,12 month-ending,Cocaine,41,100,0.1073537305,
,District of Columbia,2015,February,12 month-ending,Cocaine,41,100,0.1065340909,
,District of Columbia,2015,March,12 month-ending,Cocaine,42,100,0.1051893408,
,District of Columbia,2015,April,12 month-ending,Cocaine,43,100,0.1393728223,
,District of Columbia,2015,May,12 month-ending,Cocaine,43,100,0.1402032948,
,District of Columbia,2015,June,12 month-ending,Cocaine,39,100,0.1408946812,
,District of Columbia,2015,July,12 month-ending,Cocaine,36,100,0.1411432604,
,District of Columbia,2015,August,12 month-ending,Cocaine,33,100,0.1402770472,
,District of Columbia,2015,September,12 month-ending,Cocaine,29,100,0.1407707197,
,District of Columbia,2015,October,12 month-ending,Cocaine,31,100,0.1573701696,
,District of Columbia,2015,November,12 month-ending,Cocaine,32,100,0.1390337157,
,District of Columbia,2015,December,12 month-ending,Cocaine,37,100,0.1051524711,
,District of Columbia,2016,January,12 month-ending,Cocaine,38,100,0.1068376068,
,District of Columbia,2016,February,12 month-ending,Cocaine,39,100,0.1069518717,
,District of Columbia,2016,March,12 month-ending,Cocaine,42,100,0.1067615658,
,District of Columbia,2016,April,12 month-ending,Cocaine,46,100,0.0706464147,
,District of Columbia,2016,May,12 month-ending,Cocaine,57,100,0.0699422976,
,District of Columbia,2016,June,12 month-ending,Cocaine,60,100,0.0697958471,
,District of Columbia,2016,July,12 month-ending,Cocaine,67,100,0.0693240901,
,District of Columbia,2016,August,12 month-ending,Cocaine,76,100,0.0690965624,
,District of Columbia,2016,September,12 month-ending,Cocaine,80,100,0.0511160334,
,District of Columbia,2016,October,12 month-ending,Cocaine,83,100,0.0170183799,
,District of Columbia,2016,November,12 month-ending,Cocaine,97,100,0.0168548795,
,District of Columbia,2016,December,12 month-ending,Cocaine,99,100,0.0,
,District of Columbia,2017,January,12 month-ending,Cocaine,107,100,0.0489636037,*Likely underreported due to incomplete data
,District of Columbia,2017,February,12 month-ending,Cocaine,110,100,0.0971502591,*Likely underreported due to incomplete data
,District of Columbia,2017,March,12 month-ending,Cocaine,117,100,0.2731362468,*Likely underreported due to incomplete data
,District of Columbia,2017,April,12 month-ending,Cocaine,121,100,0.5291853752,*Likely underreported due to incomplete data
,District of Columbia,2015,January,12 month-ending,Heroin,50,100,0.1073537305,
,District of Columbia,2015,February,12 month-ending,Heroin,48,100,0.1065340909,
,District of Columbia,2015,March,12 month-ending,Heroin,49,100,0.1051893408,
,District of Columbia,2015,April,12 month-ending,Heroin,52,100,0.1393728223,
,District of Columbia,2015,May,12 month-ending,Heroin,53,100,0.1402032948,
,District of Columbia,2015,June,12 month-ending,Heroin,53,100,0.1408946812,
,District of Columbia,2015,July,12 month-ending,Heroin,51,100,0.1411432604,
,District of Columbia,2015,August,12 month-ending,Heroin,53,100,0.1402770472,
,District of Columbia,2015,September,12 month-ending,Heroin,64,100,0.1407707197,
,District of Columbia,2015,October,12 month-ending,Heroin,69,100,0.1573701696,
,District of Columbia,2015,November,12 month-ending,Heroin,77,100,0.1390337157,
,District of Columbia,2015,December,12 month-ending,Heroin,83,100,0.1051524711,
,District of Columbia,2016,January,12 month-ending,Heroin,84,100,0.1068376068,
,District of Columbia,2016,February,12 month-ending,Heroin,83,100,0.1069518717,
,District of Columbia,2016,March,12 month-ending,Heroin,89,100,0.1067615658,
,District of Columbia,2016,April,12 month-ending,Heroin,95,100,0.0706464147,
,District of Columbia,2016,May,12 month-ending,Heroin,107,100,0.0699422976,
,District of Columbia,2016,June,12 month-ending,Heroin,113,100,0.0697958471,
,District of Columbia,2016,July,12 month-ending,Heroin,117,100,0.0693240901,
,District of Columbia,2016,August,12 month-ending,Heroin,121,100,0.0690965624,
,District of Columbia,2016,September,12 month-ending,Heroin,120,100,0.0511160334,
,District of Columbia,2016,October,12 month-ending,Heroin,122,100,0.0170183799,
,District of Columbia,2016,November,12 month-ending,Heroin,137,100,0.0168548795,
,District of Columbia,2016,December,12 month-ending,Heroin,146,100,0.0,
,District of Columbia,2017,January,12 month-ending,Heroin,152,100,0.0489636037,*Likely underreported due to incomplete data
,District of Columbia,2017,February,12 month-ending,Heroin,162,100,0.0971502591,*Likely underreported due to incomplete data
,District of Columbia,2017,March,12 month-ending,Heroin,168,100,0.2731362468,*Likely underreported due to incomplete data
,District of Columbia,2017,April,12 month-ending,Heroin,168,100,0.5291853752,*Likely underreported due to incomplete data
,District of Columbia,2015,January,12 month-ending,Methadone,10,100,0.1073537305,
,District of Columbia,2015,February,12 month-ending,Methadone,9,100,0.1065340909,
,District of Columbia,2015,March,12 month-ending,Methadone,7,100,0.1051893408,
,District of Columbia,2015,April,12 month-ending,Methadone,6,100,0.1393728223,
,District of Columbia,2015,May,12 month-ending,Methadone,6,100,0.1402032948,
,District of Columbia,2015,June,12 month-ending,Methadone,5,100,0.1408946812,
,District of Columbia,2015,July,12 month-ending,Methadone,6,100,0.1411432604,
,District of Columbia,2015,August,12 month-ending,Methadone,7,100,0.1402770472,
,District of Columbia,2015,September,12 month-ending,Methadone,8,100,0.1407707197,
,District of Columbia,2015,October,12 month-ending,Methadone,8,100,0.1573701696,
,District of Columbia,2015,November,12 month-ending,Methadone,7,100,0.1390337157,
,District of Columbia,2015,December,12 month-ending,Methadone,9,100,0.1051524711,
,District of Columbia,2016,January,12 month-ending,Methadone,9,100,0.1068376068,
,District of Columbia,2016,February,12 month-ending,Methadone,11,100,0.1069518717,
,District of Columbia,2016,March,12 month-ending,Methadone,11,100,0.1067615658,
,District of Columbia,2016,April,12 month-ending,Methadone,14,100,0.0706464147,
,District of Columbia,2016,May,12 month-ending,Methadone,15,100,0.0699422976,
,District of Columbia,2016,June,12 month-ending,Methadone,15,100,0.0697958471,
,District of Columbia,2016,July,12 month-ending,Methadone,16,100,0.0693240901,
,District of Columbia,2016,August,12 month-ending,Methadone,15,100,0.0690965624,
,District of Columbia,2016,September,12 month-ending,Methadone,15,100,0.0511160334,
,District of Columbia,2016,October,12 month-ending,Methadone,16,100,0.0170183799,
,District of Columbia,2016,November,12 month-ending,Methadone,20,100,0.0168548795,
,District of Columbia,2016,December,12 month-ending,Methadone,21,100,0.0,
,District of Columbia,2017,January,12 month-ending,Methadone,25,100,0.0489636037,*Likely underreported due to incomplete data
,District of Columbia,2017,February,12 month-ending,Methadone,26,100,0.0971502591,*Likely underreported due to incomplete data
,District of Columbia,2017,March,12 month-ending,Methadone,30,100,0.2731362468,*Likely underreported due to incomplete data
,District of Columbia,2017,April,12 month-ending,Methadone,28,100,0.5291853752,*Likely underreported due to incomplete data
,District of Columbia,2015,January,12 month-ending,Natural & semi-synthetic opioids,23,100,0.1073537305,
,District of Columbia,2015,February,12 month-ending,Natural & semi-synthetic opioids,23,100,0.1065340909,
,District of Columbia,2015,March,12 month-ending,Natural & semi-synthetic opioids,22,100,0.1051893408,
,District of Columbia,2015,April,12 month-ending,Natural & semi-synthetic opioids,20,100,0.1393728223,
,District of Columbia,2015,May,12 month-ending,Natural & semi-synthetic opioids,18,100,0.1402032948,
,District of Columbia,2015,June,12 month-ending,Natural & semi-synthetic opioids,20,100,0.1408946812,
,District of Columbia,2015,July,12 month-ending,Natural & semi-synthetic opioids,21,100,0.1411432604,
,District of Columbia,2015,August,12 month-ending,Natural & semi-synthetic opioids,20,100,0.1402770472,
,District of Columbia,2015,September,12 month-ending,Natural & semi-synthetic opioids,19,100,0.1407707197,
,District of Columbia,2015,October,12 month-ending,Natural & semi-synthetic opioids,18,100,0.1573701696,
,District of Columbia,2015,November,12 month-ending,Natural & semi-synthetic opioids,16,100,0.1390337157,
,District of Columbia,2015,December,12 month-ending,Natural & semi-synthetic opioids,21,100,0.1051524711,
,District of Columbia,2016,January,12 month-ending,Natural & semi-synthetic opioids,22,100,0.1068376068,
,District of Columbia,2016,February,12 month-ending,Natural & semi-synthetic opioids,22,100,0.1069518717,
,District of Columbia,2016,March,12 month-ending,Natural & semi-synthetic opioids,25,100,0.1067615658,
,District of Columbia,2016,April,12 month-ending,Natural & semi-synthetic opioids,28,100,0.0706464147,
,District of Columbia,2016,May,12 month-ending,Natural & semi-synthetic opioids,33,100,0.0699422976,
,District of Columbia,2016,June,12 month-ending,Natural & semi-synthetic opioids,32,100,0.0697958471,
,District of Columbia,2016,July,12 month-ending,Natural & semi-synthetic opioids,34,100,0.0693240901,
,District of Columbia,2016,August,12 month-ending,Natural & semi-synthetic opioids,38,100,0.0690965624,
,District of Columbia,2016,September,12 month-ending,Natural & semi-synthetic opioids,40,100,0.0511160334,
,District of Columbia,2016,October,12 month-ending,Natural & semi-synthetic opioids,40,100,0.0170183799,
,District of Columbia,2016,November,12 month-ending,Natural & semi-synthetic opioids,43,100,0.0168548795,
,District of Columbia,2016,December,12 month-ending,Natural & semi-synthetic opioids,42,100,0.0,
,District of Columbia,2017,January,12 month-ending,Natural & semi-synthetic opioids,44,100,0.0489636037,*Likely underreported due to incomplete data
,District of Columbia,2017,February,12 month-ending,Natural & semi-synthetic opioids,44,100,0.0971502591,*Likely underreported due to incomplete data
,District of Columbia,2017,March,12 month-ending,Natural & semi-synthetic opioids,45,100,0.2731362468,*Likely underreported due to incomplete data
,District of Columbia,2017,April,12 month-ending,Natural & semi-synthetic opioids,45,100,0.5291853752,*Likely underreported due to incomplete data
,District of Columbia,2015,January,12 month-ending,Psychostimulants with abuse potential,3,100,0.1073537305,
,District of Columbia,2015,February,12 month-ending,Psychostimulants with abuse potential,3,100,0.1065340909,
,District of Columbia,2015,March,12 month-ending,Psychostimulants with abuse potential,3,100,0.1051893408,
,District of Columbia,2015,April,12 month-ending,Psychostimulants with abuse potential,3,100,0.1393728223,
,District of Columbia,2015,May,12 month-ending,Psychostimulants with abuse potential,3,100,0.1402032948,
,District of Columbia,2015,June,12 month-ending,Psychostimulants with abuse potential,5,100,0.1408946812,
,District of Columbia,2015,July,12 month-ending,Psychostimulants with abuse potential,4,100,0.1411432604,
,District of Columbia,2015,August,12 month-ending,Psychostimulants with abuse potential,5,100,0.1402770472,
,District of Columbia,2015,September,12 month-ending,Psychostimulants with abuse potential,5,100,0.1407707197,
,District of Columbia,2015,October,12 month-ending,Psychostimulants with abuse potential,5,100,0.1573701696,
,District of Columbia,2015,November,12 month-ending,Psychostimulants with abuse potential,5,100,0.1390337157,
,District of Columbia,2015,December,12 month-ending,Psychostimulants with abuse potential,5,100,0.1051524711,
,District of Columbia,2016,January,12 month-ending,Psychostimulants with abuse potential,5,100,0.1068376068,
,District of Columbia,2016,February,12 month-ending,Psychostimulants with abuse potential,5,100,0.1069518717,
,District of Columbia,2016,March,12 month-ending,Psychostimulants with abuse potential,5,100,0.1067615658,
,District of Columbia,2016,April,12 month-ending,Psychostimulants with abuse potential,5,100,0.0706464147,
,District of Columbia,2016,May,12 month-ending,Psychostimulants with abuse potential,5,100,0.0699422976,
,District of Columbia,2016,June,12 month-ending,Psychostimulants with abuse potential,3,100,0.0697958471,
,District of Columbia,2016,July,12 month-ending,Psychostimulants with abuse potential,3,100,0.0693240901,
,District of Columbia,2016,August,12 month-ending,Psychostimulants with abuse potential,2,100,0.0690965624,
,District of Columbia,2016,September,12 month-ending,Psychostimulants with abuse potential,3,100,0.0511160334,
,District of Columbia,2016,October,12 month-ending,Psychostimulants with abuse potential,4,100,0.0170183799,
,District of Columbia,2016,November,12 month-ending,Psychostimulants with abuse potential,5,100,0.0168548795,
,District of Columbia,2016,December,12 month-ending,Psychostimulants with abuse potential,5,100,0.0,
,District of Columbia,2017,January,12 month-ending,Psychostimulants with abuse potential,6,100,0.0489636037,*Likely underreported due to incomplete data
,District of Columbia,2017,February,12 month-ending,Psychostimulants with abuse potential,7,100,0.0971502591,*Likely underreported due to incomplete data
,District of Columbia,2017,March,12 month-ending,Psychostimulants with abuse potential,7,100,0.2731362468,*Likely underreported due to incomplete data
,District of Columbia,2017,April,12 month-ending,Psychostimulants with abuse potential,10,100,0.5291853752,*Likely underreported due to incomplete data
,District of Columbia,2015,January,12 month-ending,"Synthetic opioids, excl. methadone",15,100,0.1073537305,
,District of Columbia,2015,February,12 month-ending,"Synthetic opioids, excl. methadone",17,100,0.1065340909,
,District of Columbia,2015,March,12 month-ending,"Synthetic opioids, excl. methadone",20,100,0.1051893408,
,District of Columbia,2015,April,12 month-ending,"Synthetic opioids, excl. methadone",20,100,0.1393728223,
,District of Columbia,2015,May,12 month-ending,"Synthetic opioids, excl. methadone",23,100,0.1402032948,
,District of Columbia,2015,June,12 month-ending,"Synthetic opioids, excl. methadone",19,100,0.1408946812,
,District of Columbia,2015,July,12 month-ending,"Synthetic opioids, excl. methadone",17,100,0.1411432604,
,District of Columbia,2015,August,12 month-ending,"Synthetic opioids, excl. methadone",17,100,0.1402770472,
,District of Columbia,2015,September,12 month-ending,"Synthetic opioids, excl. methadone",20,100,0.1407707197,
,District of Columbia,2015,October,12 month-ending,"Synthetic opioids, excl. methadone",18,100,0.1573701696,
,District of Columbia,2015,November,12 month-ending,"Synthetic opioids, excl. methadone",24,100,0.1390337157,
,District of Columbia,2015,December,12 month-ending,"Synthetic opioids, excl. methadone",28,100,0.1051524711,
,District of Columbia,2016,January,12 month-ending,"Synthetic opioids, excl. methadone",32,100,0.1068376068,
